auc,auc_normalization_denominator,auc_normalized,baf,critical,fire_duration,initial_tree_cells,max_spread_rate,param_conifer_ratio,param_f,param_height,param_humidity,param_init_tree_density,param_lightning_enabled,param_rain_enabled,param_rain_intensity,param_temperature_c,param_width,param_wind_dir,param_wind_enabled,param_wind_strength,peak_fire_fraction,peak_fire_size,run_id,scenario,seed,steps_total,steps_total_or_fire_horizon,time_to_extinguish,time_to_peak,truncated_by_max_steps
24,99360,0.00024154589371980676,0.0009057971014492754,False,9,9936,3,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.000503220611916264,5,transition_high_humidity-0016,transition_high_humidity,1893291239,10,10,10,4,False
14,90819,0.000154152765390502,0.0005945892379347934,False,8,10091,2,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.0002972946189673967,3,transition_high_humidity-0017,transition_high_humidity,142934056,9,9,9,3,False
1164,3302430,0.00035246772830915417,0.0426049908703591,False,81,9858,10,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.004057618178129438,40,transition_high_humidity-0018,transition_high_humidity,1020958851,335,335,335,276,False
1540,1191564,0.00129241903917876,0.05525846702317291,False,117,10098,7,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.0031689443454149336,32,transition_high_humidity-0019,transition_high_humidity,1276536571,118,118,118,105,False
226,2490504,9.074468461002271e-05,0.008000790201501382,False,31,10124,4,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.0015804030027657052,16,transition_high_humidity-0020,transition_high_humidity,768500831,246,246,246,225,False
2,30117,6.640767672742968e-05,9.961151509114453e-05,False,2,10039,1,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,9.961151509114453e-05,1,transition_high_humidity-0021,transition_high_humidity,313904651,3,3,3,1,False
1174,1174848,0.0009992782044996459,0.04235781990521327,False,115,10128,6,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.0024684044233807267,25,transition_high_humidity-0022,transition_high_humidity,412963962,116,116,116,75,False
27,395109,6.83355732215667e-05,0.0009870693909781857,False,8,10131,3,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.0005922416345869114,6,transition_high_humidity-0023,transition_high_humidity,1770952863,39,39,39,33,False
1280,1069116,0.0011972508128210596,0.04600436248264922,False,105,10086,8,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.002875272655165576,29,transition_high_humidity-0024,transition_high_humidity,684454368,106,106,106,81,False
618,846720,0.000729875283446712,0.022222222222222223,False,61,10080,7,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.002876984126984127,29,transition_high_humidity-0025,transition_high_humidity,666438637,84,84,84,40,False
21,90864,0.00023111463285789753,0.000792393026941363,False,8,10096,2,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.0003961965134706815,4,transition_high_humidity-0026,transition_high_humidity,1982904517,9,9,9,3,False
1,20228,4.943642475776152e-05,9.887284951552304e-05,False,1,10114,1,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,9.887284951552304e-05,1,transition_high_humidity-0027,transition_high_humidity,308962622,2,2,2,1,False
20,3005700,6.654024021026716e-06,0.0006986725222078052,False,9,10019,2,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.00039924144126160294,4,transition_high_humidity-0028,transition_high_humidity,1965520739,300,300,300,296,False
1689,1221120,0.0013831564465408804,0.0607311320754717,False,119,10176,8,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.0028498427672955973,29,transition_high_humidity-0029,transition_high_humidity,1977769028,120,120,120,62,False
10,80632,0.00012402024010318483,0.0003968647683301915,False,7,10079,1,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.00019843238416509574,2,transition_high_humidity-0030,transition_high_humidity,1285397040,8,8,8,2,False
168,675226,0.0002488055850929911,0.006052788251637229,False,36,10078,3,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.001091486406032943,11,transition_high_humidity-0031,transition_high_humidity,355476667,67,67,67,45,False
22,100660,0.00021855752036558713,0.0008940989469501292,False,9,10066,2,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.00039737730975561295,4,transition_high_humidity-0032,transition_high_humidity,334708658,10,10,10,3,False
2772,1325412,0.002091425156856887,0.10038840752913056,False,131,10041,13,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.004879992032666069,49,transition_high_humidity-0033,transition_high_humidity,611431720,132,132,132,53,False
134,310155,0.00043204204349438186,0.004897551224387806,False,30,10005,5,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.0009995002498750624,10,transition_high_humidity-0034,transition_high_humidity,1239990661,31,31,31,15,False
47,100650,0.0004669647292598112,0.0016890213611525087,False,9,10065,3,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.0009935419771485345,10,transition_high_humidity-0035,transition_high_humidity,329882253,10,10,10,4,False
1481,1185074,0.0012497109885121099,0.052972219456337746,False,117,10043,9,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.0032858707557502738,33,transition_high_humidity-0036,transition_high_humidity,978517948,118,118,118,34,False
2,30177,6.627564038837525e-05,9.941346058256288e-05,False,2,10059,1,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,9.941346058256288e-05,1,transition_high_humidity-0037,transition_high_humidity,248013022,3,3,3,1,False
31,130520,0.00023751149249157216,0.001195219123505976,False,12,10040,2,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.00049800796812749,5,transition_high_humidity-0038,transition_high_humidity,1160251317,13,13,13,3,False
1,19916,5.02108857200241e-05,0.0001004217714400482,False,1,9958,1,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.0001004217714400482,1,transition_high_humidity-0039,transition_high_humidity,45415018,2,2,2,1,False
15,71078,0.00021103576352739245,0.0005909001378766989,False,6,10154,2,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.00039393342525113255,4,transition_high_humidity-0040,transition_high_humidity,1522643590,7,7,7,4,False
77,161024,0.000478189586645469,0.0027821939586645467,False,15,10064,4,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.0009936406995230524,10,transition_high_humidity-0041,transition_high_humidity,118960734,16,16,16,8,False
74,161696,0.00045764892143281216,0.0026716801899861467,False,15,10106,3,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.0009895111814763506,10,transition_high_humidity-0042,transition_high_humidity,418376710,16,16,16,12,False
542,649088,0.0008350177479787024,0.01942417669098797,False,63,10142,6,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.002267797278643266,23,transition_high_humidity-0043,transition_high_humidity,375039702,64,64,64,50,False
163,351050,0.0004643213217490386,0.005982053838484547,False,34,10030,3,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.0010967098703888335,11,transition_high_humidity-0044,transition_high_humidity,1784546221,35,35,35,13,False
323,759600,0.0004252238020010532,0.0115521327014218,False,45,10128,6,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.002369668246445498,24,transition_high_humidity-0045,transition_high_humidity,114636826,75,75,75,63,False
138,190456,0.000724576805141345,0.005087789305666401,False,18,10024,3,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.0013966480446927375,14,transition_high_humidity-0046,transition_high_humidity,921828104,19,19,19,9,False
1614,1430163,0.0011285426905884154,0.05757665384994577,False,140,10143,6,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.003253475303164744,33,transition_high_humidity-0047,transition_high_humidity,1269471677,141,141,141,115,False
335,466072,0.0007187730651058206,0.011646269245953415,False,45,10132,4,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.0012830635609948678,13,transition_high_humidity-0048,transition_high_humidity,1108092010,46,46,46,11,False
32,1180880,2.7098435065374976e-05,0.0011787819253438114,False,8,10180,3,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.0008840864440078585,9,transition_high_humidity-0049,transition_high_humidity,1461823314,116,116,116,112,False
338,322432,0.0010482830488289005,0.012504962286621676,False,31,10076,6,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.0023818975784041284,24,transition_high_humidity-0050,transition_high_humidity,1724646939,32,32,32,10,False
3393,3191265,0.001063214743996503,0.1221991906030994,False,220,10131,10,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.004935346954890929,50,transition_high_humidity-0051,transition_high_humidity,845314968,315,315,315,281,False
1413,4066230,0.00034749632952390787,0.05042016806722689,False,136,10115,10,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.0032624814631735046,33,transition_high_humidity-0052,transition_high_humidity,1778584327,402,402,402,286,False
162,3331952,4.862014818940969e-05,0.005878836189717019,False,36,10036,5,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.0012953367875647669,13,transition_high_humidity-0053,transition_high_humidity,682880680,332,332,332,306,False
1147,802080,0.0014300319170157591,0.04159186116098145,False,79,10026,5,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.0030919609016556954,31,transition_high_humidity-0054,transition_high_humidity,2114031674,80,80,80,39,False
168,243048,0.0006912214871136566,0.006023501530561864,False,23,10127,5,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.0014811889009578355,15,transition_high_humidity-0055,transition_high_humidity,1083461842,24,24,24,12,False
830,558525,0.0014860570252003043,0.0293451501723289,False,54,10155,7,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.0025603151157065486,26,transition_high_humidity-0056,transition_high_humidity,1580576612,55,55,55,49,False
32,90819,0.00035234917803543314,0.0011891784758695867,False,8,10091,2,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.0005945892379347934,6,transition_high_humidity-0057,transition_high_humidity,1879058804,9,9,9,4,False
22,80480,0.00027335984095427435,0.0008946322067594434,False,7,10060,2,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.0004970178926441351,5,transition_high_humidity-0058,transition_high_humidity,1702205586,8,8,8,3,False
221,344012,0.0006424194504842855,0.0078078671674243925,False,33,10118,4,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.0011860051393556038,12,transition_high_humidity-0059,transition_high_humidity,1827791249,34,34,34,4,False
81,211953,0.0003821601958924856,0.003071435648469236,False,20,10093,3,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.0006935499851382146,7,transition_high_humidity-0060,transition_high_humidity,1152154131,21,21,21,9,False
221,249800,0.0008847077662129703,0.007906325060048038,False,24,9992,5,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.002301841473178543,23,transition_high_humidity-0061,transition_high_humidity,93361984,25,25,25,11,False
0,5055500,0.0,0.0,False,0,10111,0,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.0,0,transition_high_humidity-0062,transition_high_humidity,1058888832,500,500,500,0,False
1491,778908,0.0019142183672526151,0.05437612657720809,False,77,9986,6,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.004105748047266173,41,transition_high_humidity-0063,transition_high_humidity,389764866,78,78,78,56,False
38,112596,0.0003374897864933035,0.0014654161781946073,False,10,10236,3,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.0007815552950371239,8,transition_high_humidity-0064,transition_high_humidity,1909363324,11,11,11,7,False
2564,1121544,0.0022861341151127375,0.09224069675376088,False,110,10104,14,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.005146476642913698,52,transition_high_humidity-0065,transition_high_humidity,508405738,111,111,111,33,False
60,110792,0.000541555346956459,0.0021842732327243845,False,10,10072,5,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.0011914217633042098,12,transition_high_humidity-0066,transition_high_humidity,489776227,11,11,11,3,False
2,30033,6.659341391136417e-05,9.989012086704625e-05,False,2,10011,1,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,9.989012086704625e-05,1,transition_high_humidity-0067,transition_high_humidity,535555740,3,3,3,1,False
718,627998,0.0011433157430437676,0.025866324415045907,False,61,10129,5,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.0027643400138217,28,transition_high_humidity-0068,transition_high_humidity,1379900536,62,62,62,23,False
205,209517,0.0009784408902380236,0.00761752029668237,False,20,9977,6,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.0016036884835120778,16,transition_high_humidity-0069,transition_high_humidity,1226712777,21,21,21,17,False
1445,1235860,0.0011692262877672228,0.05153010858835143,False,121,10130,9,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.0028627838104639683,29,transition_high_humidity-0070,transition_high_humidity,2037620260,122,122,122,13,False
80,139888,0.0005718860802928057,0.00300240192153723,False,13,9992,5,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.0012009607686148918,12,transition_high_humidity-0071,transition_high_humidity,893916751,14,14,14,4,False
773,681700,0.0011339298811794045,0.02822942643391521,False,67,10025,5,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.0025935162094763093,26,transition_high_humidity-0072,transition_high_humidity,606187738,68,68,68,48,False
48,70483,0.0006810152802803513,0.001787665110735922,False,6,10069,8,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.0015890356539874863,16,transition_high_humidity-0073,transition_high_humidity,105772416,7,7,7,3,False
1173,1114551,0.0010524417455997975,0.0422268698336819,False,87,10041,7,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.00268897520167314,27,transition_high_humidity-0074,transition_high_humidity,15195396,111,111,111,40,False
126,3755334,3.355227524369337e-05,0.004581217010257942,False,23,10041,3,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.0009959167413604222,10,transition_high_humidity-0075,transition_high_humidity,802330252,374,374,374,368,False
3,40364,7.432365474184917e-05,9.909820632246556e-05,False,3,10091,1,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,9.909820632246556e-05,1,transition_high_humidity-0076,transition_high_humidity,1988177715,4,4,4,1,False
2744,1221720,0.002246013816586452,0.09782928985364896,False,91,10181,15,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.006482663785482762,66,transition_high_humidity-0077,transition_high_humidity,1124750891,120,120,120,71,False
5,50020,9.996001599360256e-05,0.00019992003198720512,False,4,10004,1,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.00019992003198720512,2,transition_high_humidity-0078,transition_high_humidity,1918878898,5,5,5,2,False
2434,1307931,0.001860954438728037,0.08718808561002071,False,128,10139,7,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.004438307525396982,45,transition_high_humidity-0079,transition_high_humidity,218338748,129,129,129,109,False
52,111221,0.00046753760530835007,0.0018791415290277916,False,10,10111,3,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.0008901196716447434,9,transition_high_humidity-0080,transition_high_humidity,200405329,11,11,11,5,False
1,20130,4.9677098857426726e-05,9.935419771485345e-05,False,1,10065,1,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,9.935419771485345e-05,1,transition_high_humidity-0081,transition_high_humidity,1789838614,2,2,2,1,False
286,431849,0.0006622685244147839,0.010255899631584188,False,42,10043,9,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.0016927212984168077,17,transition_high_humidity-0082,transition_high_humidity,229226759,43,43,43,6,False
212,362952,0.0005840992748352399,0.0077365602063082725,False,35,10082,4,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.0014878000396746677,15,transition_high_humidity-0083,transition_high_humidity,111587258,36,36,36,7,False
21,60444,0.00034742902521342066,0.0007941234862021044,False,5,10074,3,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.0006948580504268413,7,transition_high_humidity-0084,transition_high_humidity,867782439,6,6,6,3,False
1781,1039376,0.001713528116870122,0.06503902341404844,False,103,9994,8,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.0037022213327996796,37,transition_high_humidity-0085,transition_high_humidity,1986082789,104,104,104,76,False
42,314092,0.00013371878303172318,0.001480457954994078,False,13,10132,3,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.0006908803789972364,7,transition_high_humidity-0086,transition_high_humidity,1480439527,31,31,31,26,False
109,161664,0.0006742379255740301,0.004156769596199525,False,15,10104,3,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.0011876484560570072,12,transition_high_humidity-0087,transition_high_humidity,212843850,16,16,16,9,False
608,4260941,0.00014269148528458855,0.021934591443533248,False,53,10121,6,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.00266772058097026,27,transition_high_humidity-0088,transition_high_humidity,1797725225,421,421,421,385,False
1147,706440,0.0016236339958099768,0.04122076892588189,False,69,10092,6,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.003071739992072929,31,transition_high_humidity-0089,transition_high_humidity,1811563413,70,70,70,53,False
957,1079352,0.0008866430969692927,0.0347208324994997,False,107,9994,7,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.0022013207924754855,22,transition_high_humidity-0090,transition_high_humidity,1719482720,108,108,108,41,False
7,40344,0.000173507832639302,0.000396589331746976,False,3,10086,3,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.000297441998810232,3,transition_high_humidity-0091,transition_high_humidity,1938432865,4,4,4,1,False
55,120684,0.00045573564018428294,0.0019886646117132346,False,11,10057,4,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.001093765536442279,11,transition_high_humidity-0092,transition_high_humidity,515134128,12,12,12,4,False
0,5044500,0.0,0.0,False,0,10089,0,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.0,0,transition_high_humidity-0093,transition_high_humidity,2103612017,500,500,500,0,False
628,749620,0.0008377577972839572,0.022211253701875617,False,73,10130,5,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.0017769002961500495,18,transition_high_humidity-0094,transition_high_humidity,688690082,74,74,74,49,False
2,30066,6.652032195835828e-05,9.978048293753742e-05,False,2,10022,1,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,9.978048293753742e-05,1,transition_high_humidity-0095,transition_high_humidity,1722337462,3,3,3,1,False
17,4117812,4.128406056420255e-06,0.0005959475566150178,False,6,10068,2,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.0004966229638458482,5,transition_high_humidity-0096,transition_high_humidity,1244175904,409,409,409,406,False
303,391365,0.0007742133302671419,0.010861983059292476,False,38,10035,5,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.001993024414549078,20,transition_high_humidity-0097,transition_high_humidity,1673915271,39,39,39,17,False
502,527124,0.0009523375903961876,0.017756732761171946,False,51,10137,8,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.0023675643681562593,24,transition_high_humidity-0098,transition_high_humidity,1348231937,52,52,52,38,False
636,561288,0.0011331081369991877,0.023246532974159434,False,55,10023,6,0.5,0.01,120,0.55,0.7,True,True,0.35,24.0,120,E,True,0.6,0.0021949516112940238,22,transition_high_humidity-0099,transition_high_humidity,1379722328,56,56,56,35,False
6595,1469430,0.004488134855011807,0.23751726860074995,False,144,10134,13,0.5,0.01,120,0.4,0.7,True,True,0.35,20.0,120,E,True,0.6,0.011940003947108743,121,transition_cooler-0000,transition_cooler,1323460010,145,145,145,57,False
3701,1232627,0.00300253036806755,0.13144203396485718,False,120,10187,11,0.5,0.01,120,0.4,0.7,True,True,0.35,20.0,120,E,True,0.6,0.006773338568764111,69,transition_cooler-0001,transition_cooler,1672881932,121,121,121,103,False
251,242400,0.0010354785478547855,0.00891089108910891,False,23,10100,6,0.5,0.01,120,0.4,0.7,True,True,0.35,20.0,120,E,True,0.6,0.002376237623762376,24,transition_cooler-0002,transition_cooler,1587082673,24,24,24,10,False
7,60978,0.00011479550001639935,0.00029518842861359833,False,5,10163,2,0.5,0.01,120,0.4,0.7,True,True,0.35,20.0,120,E,True,0.6,0.0001967922857423989,2,transition_cooler-0003,transition_cooler,288948666,6,6,6,1,False
6046,1795907,0.003366544035966228,0.21778132163859265,False,178,10033,15,0.5,0.01,120,0.4,0.7,True,True,0.35,20.0,120,E,True,0.6,0.006877304893850294,69,transition_cooler-0004,transition_cooler,1773939345,179,179,179,82,False
390,500950,0.0007785208104601258,0.014572312606048507,False,49,10019,4,0.5,0.01,120,0.4,0.7,True,True,0.35,20.0,120,E,True,0.6,0.0017965864856772133,18,transition_cooler-0005,transition_cooler,1151197340,50,50,50,22,False
902,3009502,0.00029971736187581866,0.032379443509258345,False,57,10099,6,0.5,0.01,120,0.4,0.7,True,True,0.35,20.0,120,E,True,0.6,0.0028715714427171007,29,transition_cooler-0006,transition_cooler,693816369,298,298,298,273,False
3652,3460346,0.0010553857909006788,0.1322867713228677,False,152,10001,10,0.5,0.01,120,0.4,0.7,True,True,0.35,20.0,120,E,True,0.6,0.005699430056994301,57,transition_cooler-0007,transition_cooler,1104285204,346,346,346,245,False
4879,1357824,0.0035932491987179485,0.17698317307692307,False,135,9984,14,0.5,0.01,120,0.4,0.7,True,True,0.35,20.0,120,E,True,0.6,0.008814102564102564,88,transition_cooler-0008,transition_cooler,2076581195,136,136,136,79,False
5518,1193452,0.0046235625731072556,0.19685584338540638,False,117,10114,19,0.5,0.01,120,0.4,0.7,True,True,0.35,20.0,120,E,True,0.6,0.011666996242831719,118,transition_cooler-0009,transition_cooler,1841622155,118,118,118,76,False
3,40300,7.444168734491315e-05,0.00019851116625310174,False,3,10075,1,0.5,0.01,120,0.4,0.7,True,True,0.35,20.0,120,E,True,0.6,9.925558312655087e-05,1,transition_cooler-0010,transition_cooler,1790353918,4,4,4,1,False
4626,1750614,0.002642501430926521,0.16678262598151278,False,141,10061,16,0.5,0.01,120,0.4,0.7,True,True,0.35,20.0,120,E,True,0.6,0.011032700526786602,111,transition_cooler-0011,transition_cooler,993854069,174,174,174,109,False
10658,5044550,0.002112775173206728,0.38098522167487686,False,219,10150,17,0.5,0.01,120,0.4,0.7,True,True,0.35,20.0,120,E,True,0.6,0.012118226600985221,123,transition_cooler-0012,transition_cooler,1683923194,497,497,497,393,False
6050,2539367,0.0023824835086854322,0.21725808045863398,False,250,10117,13,0.5,0.01,120,0.4,0.7,True,True,0.35,20.0,120,E,True,0.6,0.007808638924582386,79,transition_cooler-0013,transition_cooler,826973395,251,251,251,60,False
7683,1468176,0.00523302383365482,0.2786396181384248,False,145,10056,20,0.5,0.01,120,0.4,0.7,True,True,0.35,20.0,120,E,True,0.6,0.012629276054097057,127,transition_cooler-0014,transition_cooler,1473529149,146,146,146,84,False
7084,4605510,0.001538157554755065,0.2541987749456629,False,187,10122,11,0.5,0.01,120,0.4,0.7,True,True,0.35,20.0,120,E,True,0.6,0.008990318118948824,91,transition_cooler-0015,transition_cooler,1373451665,455,455,455,354,False
8087,1658415,0.004876342773069467,0.2926077007262959,False,164,10051,19,0.5,0.01,120,0.4,0.7,True,True,0.35,20.0,120,E,True,0.6,0.012635558650880509,127,transition_cooler-0016,transition_cooler,536438634,165,165,165,90,False
3,1635390,1.8344248160989123e-06,9.905894006934126e-05,False,3,10095,1,0.5,0.01,120,0.4,0.7,True,True,0.35,20.0,120,E,True,0.6,9.905894006934126e-05,1,transition_cooler-0017,transition_cooler,572225616,162,162,162,159,False
5456,1879530,0.0029028533729176975,0.19653636813458683,False,185,10105,14,0.5,0.01,120,0.4,0.7,True,True,0.35,20.0,120,E,True,0.6,0.009599208312716477,97,transition_cooler-0018,transition_cooler,131282429,186,186,186,87,False
9494,1508100,0.006295338505404151,0.3424507658643326,False,149,10054,20,0.5,0.01,120,0.4,0.7,True,True,0.35,20.0,120,E,True,0.6,0.013526954445991645,136,transition_cooler-0019,transition_cooler,300150376,150,150,150,60,False
5003,4453240,0.0011234516891072566,0.17853966999308368,False,172,10121,12,0.5,0.01,120,0.4,0.7,True,True,0.35,20.0,120,E,True,0.6,0.006619899219444719,67,transition_cooler-0020,transition_cooler,931188965,440,440,440,399,False
1675,3539200,0.00047327079566003615,0.05982990506329114,False,73,10112,13,0.5,0.01,120,0.4,0.7,True,True,0.35,20.0,120,E,True,0.6,0.007318037974683544,74,transition_cooler-0021,transition_cooler,1026233631,350,350,350,304,False
23,80248,0.00028661150433655666,0.00089721862227096,False,7,10031,2,0.5,0.01,120,0.4,0.7,True,True,0.35,20.0,120,E,True,0.6,0.0005981457481806401,6,transition_cooler-0022,transition_cooler,354594072,8,8,8,5,False
6191,1829100,0.0033847247280083103,0.22238805970149253,False,181,10050,18,0.5,0.01,120,0.4,0.7,True,True,0.35,20.0,120,E,True,0.6,0.011840796019900497,119,transition_cooler-0023,transition_cooler,895263101,182,182,182,74,False
2,30105,6.643414715163594e-05,9.96512207274539e-05,False,2,10035,1,0.5,0.01,120,0.4,0.7,True,True,0.35,20.0,120,E,True,0.6,9.96512207274539e-05,1,transition_cooler-0024,transition_cooler,1297461342,3,3,3,1,False
3121,3384491,0.0009221475252851906,0.11231703674200937,False,117,10043,10,0.5,0.01,120,0.4,0.7,True,True,0.35,20.0,120,E,True,0.6,0.005874738623917156,59,transition_cooler-0025,transition_cooler,499440143,337,337,337,281,False
2193,1296384,0.0016916284063981043,0.07908767772511849,False,79,10128,11,0.5,0.01,120,0.4,0.7,True,True,0.35,20.0,120,E,True,0.6,0.005726698262243286,58,transition_cooler-0026,transition_cooler,726358214,128,128,128,71,False
2,30522,6.552650547146321e-05,9.828975820719482e-05,False,2,10174,1,0.5,0.01,120,0.4,0.7,True,True,0.35,20.0,120,E,True,0.6,9.828975820719482e-05,1,transition_cooler-0027,transition_cooler,789225602,3,3,3,1,False
6911,1270458,0.005439770539443256,0.24903302588515322,False,125,10083,26,0.5,0.01,120,0.4,0.7,True,True,0.35,20.0,120,E,True,0.6,0.010611921055241495,107,transition_cooler-0028,transition_cooler,1084594964,126,126,126,87,False
5397,1415217,0.003813549441534408,0.19657268108000397,False,140,10037,16,0.5,0.01,120,0.4,0.7,True,True,0.35,20.0,120,E,True,0.6,0.008966822755803527,90,transition_cooler-0029,transition_cooler,786821794,141,141,141,64,False
